gender,event,medal,athlete,abb,country,grp_id,type,year
Men,Club Throw C5,Silver,MCGINTY Paul,GBR,Unknown,-1,Athletics,1984
Men,Club Throw C5,Bronze,GREEN Eric,GBR,Unknown,-1,Athletics,1984
Men,Club Throw C6,Gold,GRIFFIN Anthony,GBR,Unknown,-1,Athletics,1984
Men,Club Throw C6,Silver,KRIEGER Stefan,FRG,Unknown,-1,Athletics,1984
Men,Club Throw C6,Bronze,ROSS Marvin,USA,Unknown,-1,Athletics,1984
Men,Club Throw L1,Gold,ELLEFSEN Lauritz,NOR,Unknown,-1,Athletics,1984
Men,Club Throw L1,Silver,CREEDON John,IRL,Unknown,-1,Athletics,1984
Men,Club Throw L1,Bronze,O'BRIEN Tom,GBR,Unknown,-1,Athletics,1984
Men,Distance Throw C1,Gold,JOHNSTON William,IRL,Unknown,-1,Athletics,1984
Men,Distance Throw C1,Silver,PROPHETE Claude,USA,Unknown,-1,Athletics,1984
Men,Distance Throw C1,Bronze,PEARCE David,GBR,Unknown,-1,Athletics,1984
Men,Distance Throw C2,Gold,JONKARI Ari,FIN,Unknown,-1,Athletics,1984
Men,Distance Throw C2,Silver,CUSH Tom,USA,Unknown,-1,Athletics,1984
Men,Distance Throw C2,Bronze,ECKSTEIN Raimund,FRG,Unknown,-1,Athletics,1984
Men,Precision Throw C1,Gold,JORGENSEN Henrik,DEN,Unknown,-1,Athletics,1984
Men,Precision Throw C1,Silver,JOHNSTON William,IRL,Unknown,-1,Athletics,1984
Men,Precision Throw C1,Bronze,JUDGE Ted,USA,Unknown,-1,Athletics,1984
Men,Medicine Ball Thrust C2,Gold,CUSH Tom,USA,Unknown,-1,Athletics,1984
Men,Medicine Ball Thrust C2,Silver,LOPEZ Rosas Gerardo,MEX,Unknown,-1,Athletics,1984
Men,Medicine Ball Thrust C2,Bronze,BOLAND David,IRL,Unknown,-1,Athletics,1984
Men,Pentathlon 1A,Gold,DODSON Bart,USA,Unknown,-1,Athletics,1984
Men,Pentathlon 1A,Silver,KOEBERLE Heinrich,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 1A,Bronze,LOBBERING H.,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 1B,Gold,SCHMIDT P.,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 1B,Silver,HEIR Douglas,USA,Unknown,-1,Athletics,1984
Men,Pentathlon 1B,Bronze,WEISS C.,FRA,Unknown,-1,Athletics,1984
Men,Pentathlon 1C,Gold,HENKER Siegmar,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 1C,Silver,PEREIRA Luis Claudio,BRA,Unknown,-1,Athletics,1984
Men,Pentathlon 1C,Bronze,WALLEN D.,USA,Unknown,-1,Athletics,1984
Men,Pentathlon B1,Gold,JANCIC Miroslav,YUG,Unknown,-1,Athletics,1984
Men,Pentathlon B1,Silver,NEMETH Laszlo,HUN,Unknown,-1,Athletics,1984
Men,Pentathlon B1,Bronze,ANDERSEN Svein,NOR,Unknown,-1,Athletics,1984
Men,Pentathlon B2,Gold,DAVIES Mark,AUS,Unknown,-1,Athletics,1984
Men,Pentathlon B2,Silver,DE MEERSMAN Rudy,BEL,Unknown,-1,Athletics,1984
Men,Pentathlon B2,Bronze,DUZIKOWSKI Zbigniew,POL,Unknown,-1,Athletics,1984
Men,Pentathlon B3,Gold,WHITELEY Merle,GBR,Unknown,-1,Athletics,1984
Men,Pentathlon B3,Silver,HEGEHOLZ Siegmund,GDR,Unknown,-1,Athletics,1984
Men,Pentathlon B3,Bronze,BURRESS Garland,USA,Unknown,-1,Athletics,1984
Men,Pentathlon 2,Gold,LAVEBORN Mats,SWE,Unknown,-1,Athletics,1984
Men,Pentathlon 2,Silver,NORTMANN Hermann,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 2,Bronze,LEINONEN Matti,FIN,Unknown,-1,Athletics,1984
Men,Pentathlon 3,Gold,MALMIN J. G.,NOR,Unknown,-1,Athletics,1984
Men,Pentathlon 3,Silver,NUNEZ Cornelio,MEX,Unknown,-1,Athletics,1984
Men,Pentathlon 3,Bronze,KULZER H.,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 4,Gold,VAN OPHEM Remi,BEL,Unknown,-1,Athletics,1984
Men,Pentathlon 4,Silver,PFALLER Walter,AUT,Unknown,-1,Athletics,1984
Men,Pentathlon 4,Bronze,ZAJAC J.,USA,Unknown,-1,Athletics,1984
Men,Pentathlon 5,Gold,VAN DER ABBEELE A.,FRA,Unknown,-1,Athletics,1984
Men,Pentathlon 5,Silver,DE MEYER M.,BEL,Unknown,-1,Athletics,1984
Men,Pentathlon 5,Bronze,WEIBERLE Eugen,FRG,Unknown,-1,Athletics,1984
Men,Pentathlon 6,Gold,CLARK Raymond,SWE,Unknown,-1,Athletics,1984
Men,Pentathlon 6,Silver,WOLF Nachman,ISR,Unknown,-1,Athletics,1984
Men,Pentathlon 6,Bronze,PEREZ A.,MEX,Unknown,-1,Athletics,1984
Women,20 M (Arm) C2,Gold,ANDERSON Nancy,USA,Unknown,-1,Athletics,1984
Women,20 M (Arm) C2,Silver,PIEPERREK Urusla,FRG,Unknown,-1,Athletics,1984
Women,20 M (Arm) C2,Bronze,SMITH Valerie,GBR,Unknown,-1,Athletics,1984
Women,60 M A1-3,Gold,BARKER Youlanda,USA,Unknown,-1,Athletics,1984
Women,60 M A1-3,Silver,DECONDE Valene,FRA,Unknown,-1,Athletics,1984
Women,60 M A1-3,Bronze,WILLIAMSON Melody,USA,Unknown,-1,Athletics,1984
Women,60 M C2,Gold,MISCIAGNA Laura,CAN,Unknown,-1,Athletics,1984
Women,60 M C2,Silver,FEINSTEIN Terri,USA,Unknown,-1,Athletics,1984
Women,60 M C2,Bronze,MARTINS Maria Helena,POR,Unknown,-1,Athletics,1984
Women,60 M C3,Gold,HARPER Aileen,GBR,Unknown,-1,Athletics,1984
Women,60 M C3,Silver,BOUWMEESTER Ans,NED,Unknown,-1,Athletics,1984
Women,60 M C3,Bronze,FLEMING Elizabeth,USA,Unknown,-1,Athletics,1984
Women,60 M C6,Gold,CHARTERS Loraine,GBR,Unknown,-1,Athletics,1984
Women,60 M C6,Silver,KYFFIN Amanda,GBR,Unknown,-1,Athletics,1984
Women,60 M C6,Bronze,MALSAR Marcia,BRA,Unknown,-1,Athletics,1984
Women,100 M 1A,Gold,GUSTAFSON M.,CAN,Unknown,-1,Athletics,1984
Women,100 M 1A,Silver,FERRAZ M.,BRA,Unknown,-1,Athletics,1984
Women,100 M 1A,Bronze,HOLM K.,USA,Unknown,-1,Athletics,1984
Women,100 M 1B,Gold,MORA J.,USA,Unknown,-1,Athletics,1984
Women,100 M 1B,Silver,DELEVACQUE P.,FRA,Unknown,-1,Athletics,1984
Women,100 M 1B,Bronze,SHESHANI Aida,JOR,Unknown,-1,Athletics,1984
Women,100 M 1C,Gold,SIMPSON Tham,CAN,Unknown,-1,Athletics,1984
Women,100 M 1C,Silver,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,100 M A4,Gold,MOELLER Reinhild,FRG,Unknown,-1,Athletics,1984
Women,100 M A4,Silver,FARMER Karen,USA,Unknown,-1,Athletics,1984
Women,100 M A4,Bronze,FARRELL Anne,CAN,Unknown,-1,Athletics,1984
Women,100 M A6,Gold,BUDDELMEYER Petra,FRG,Unknown,-1,Athletics,1984
Women,100 M A6,Silver,JOSCELYNE Barbara,GBR,Unknown,-1,Athletics,1984
Women,100 M A6,Bronze,KAUNISTO Paivi,FIN,Unknown,-1,Athletics,1984
Women,100 M B1,Gold,SANTAMARTA Purificacion,ESP,Unknown,-1,Athletics,1984
Women,100 M B1,Silver,BENNETT Lori,USA,Unknown,-1,Athletics,1984
Women,100 M B1,Bronze,VAN RIJSWIJK Joke,NED,Unknown,-1,Athletics,1984
Women,100 M B2,Gold,ZALENSKA Malgorzata,POL,Unknown,-1,Athletics,1984
Women,100 M B2,Silver,HERMANY Anelise,BRA,Unknown,-1,Athletics,1984
Women,100 M B2,Bronze,PING Yali,CHN,Unknown,-1,Athletics,1984
Women,100 M B3,Gold,BISHOP Beth,USA,Unknown,-1,Athletics,1984
Women,100 M B3,Silver,ZHAO Jihong,CHN,Unknown,-1,Athletics,1984
Women,100 M B3,Bronze,DEL MARQUEZ Carmen,MEX,Unknown,-1,Athletics,1984
Women,100 M C4,Gold,JAAROA Merja,SWE,Unknown,-1,Athletics,1984
Women,100 M C4,Silver,SEARCY Kimala,USA,Unknown,-1,Athletics,1984
Women,100 M C4,Bronze,STEVENSON Susan,GBR,Unknown,-1,Athletics,1984
Women,100 M C5,Gold,KESSLER Kathy,USA,Unknown,-1,Athletics,1984
Women,100 M C5,Silver,LAROCHELLE Irene,CAN,Unknown,-1,Athletics,1984
Women,100 M C5,Bronze,MORGAN Sandy,CAN,Unknown,-1,Athletics,1984
Women,100 M C7,Gold,ANDREY Zita,SUI,Unknown,-1,Athletics,1984
Women,100 M C7,Silver,ROCHETTE Veronique,FRA,Unknown,-1,Athletics,1984
Women,100 M C7,Bronze,WARD Theresa,IRL,Unknown,-1,Athletics,1984
Women,100 M C8,Gold,KOBAYASHI Toshiko,JPN,Unknown,-1,Athletics,1984
Women,100 M C8,Silver,HEARN Deborah,USA,Unknown,-1,Athletics,1984
Women,100 M L2,Gold,LAWRIE Wilma,GBR,Unknown,-1,Athletics,1984
Women,100 M L2,Silver,DIXON Terri,USA,Unknown,-1,Athletics,1984
Women,100 M L3,Gold,CALDWELL Twyanna,USA,Unknown,-1,Athletics,1984
Women,100 M 2,Gold,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,100 M 2,Silver,LYFORD Glee,USA,Unknown,-1,Athletics,1984
Women,100 M 2,Bronze,MOORE B.,USA,Unknown,-1,Athletics,1984
Women,100 M 3,Gold,KOSTELYK D.,CAN,Unknown,-1,Athletics,1984
Women,100 M 3,Silver,HADFIELD S.,NZL,Unknown,-1,Athletics,1984
Women,100 M 3,Bronze,BULLERI Sabrina,ITA,Unknown,-1,Athletics,1984
Women,100 M 4,Gold,SAKER M.,SWE,Unknown,-1,Athletics,1984
Women,100 M 4,Silver,BALSAMO Milena,ITA,Unknown,-1,Athletics,1984
Women,100 M 4,Bronze,HARASIMCZUK Lilia,POL,Unknown,-1,Athletics,1984
Women,100 M 5,Gold,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,100 M 5,Silver,ORVEFORS A.,SWE,Unknown,-1,Athletics,1984
Women,100 M 5,Bronze,SOTO Juana,MEX,Unknown,-1,Athletics,1984
Women,Queen Of The Straight - 100 M 1A-6,Gold,SAKER M.,SWE,Unknown,-1,Athletics,1984
Women,Queen Of The Straight - 100 M 1A-6,Silver,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,Queen Of The Straight - 100 M 1A-6,Bronze,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,200 M 1A,Gold,GUSTAFSON M.,CAN,Unknown,-1,Athletics,1984
Women,200 M 1A,Silver,FERRAZ M.,BRA,Unknown,-1,Athletics,1984
Women,200 M 1A,Bronze,HOLM K.,USA,Unknown,-1,Athletics,1984
Women,200 M 1B,Gold,MORA J.,USA,Unknown,-1,Athletics,1984
Women,200 M 1B,Silver,DELEVACQUE P.,FRA,Unknown,-1,Athletics,1984
Women,200 M 1B,Bronze,SHESHANI Aida,JOR,Unknown,-1,Athletics,1984
Women,200 M 1C,Gold,SIMPSON Tham,CAN,Unknown,-1,Athletics,1984
Women,200 M 1C,Silver,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,200 M 1C,Bronze,ZELMAN Judy,CAN,Unknown,-1,Athletics,1984
Women,200 M A1-3,Gold,BARKER Youlanda,USA,Unknown,-1,Athletics,1984
Women,200 M A1-3,Silver,DECONDE Valene,FRA,Unknown,-1,Athletics,1984
Women,200 M A1-3,Bronze,WILLIAMSON Melody,USA,Unknown,-1,Athletics,1984
Women,200 M C2,Gold,MISCIAGNA Laura,CAN,Unknown,-1,Athletics,1984
Women,200 M C2,Silver,FEINSTEIN Terri,USA,Unknown,-1,Athletics,1984
Women,200 M C2,Bronze,DAVIS Angela,USA,Unknown,-1,Athletics,1984
Women,200 M C3,Gold,BOUWMEESTER Ans,NED,Unknown,-1,Athletics,1984
Women,200 M C3,Silver,FLEMING Elizabeth,USA,Unknown,-1,Athletics,1984
Women,200 M C3,Bronze,HEWITT Elaine,CAN,Unknown,-1,Athletics,1984
Women,200 M C6,Gold,MALSAR Marcia,BRA,Unknown,-1,Athletics,1984
Women,200 M C6,Silver,KYFFIN Amanda,GBR,Unknown,-1,Athletics,1984
Women,200 M C6,Bronze,CHARTERS Loraine,GBR,Unknown,-1,Athletics,1984
Women,200 M C7,Gold,ROCHETTE Veronique,FRA,Unknown,-1,Athletics,1984
Women,200 M C7,Silver,WARD Theresa,IRL,Unknown,-1,Athletics,1984
Women,200 M C7,Bronze,SAEGER Anette,FRG,Unknown,-1,Athletics,1984
Women,200 M C8,Gold,WOODCOCK Brenda,GBR,Unknown,-1,Athletics,1984
Women,200 M C8,Silver,KOBAYASHI Toshiko,JPN,Unknown,-1,Athletics,1984
Women,200 M 2,Gold,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,200 M 2,Silver,GARCIA ESTRADA Dora Elia,MEX,Unknown,-1,Athletics,1984
Women,200 M 2,Bronze,MOORE B.,USA,Unknown,-1,Athletics,1984
Women,200 M 3,Gold,HADFIELD S.,NZL,Unknown,-1,Athletics,1984
Women,200 M 3,Silver,KOSTELYK Debbi,CAN,Unknown,-1,Athletics,1984
Women,200 M 3,Bronze,BEYER G.,FRG,Unknown,-1,Athletics,1984
Women,200 M 4,Gold,SAKER M.,SWE,Unknown,-1,Athletics,1984
Women,200 M 4,Silver,HANSEN Connie,DEN,Unknown,-1,Athletics,1984
Women,200 M 4,Bronze,DE CRAENE Chris,BEL,Unknown,-1,Athletics,1984
Women,200 M 5,Gold,ORVEFORS A.,SWE,Unknown,-1,Athletics,1984
Women,200 M 5,Silver,IERETTI A.,CAN,Unknown,-1,Athletics,1984
Women,200 M 5,Bronze,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,400 M 1A,Gold,GUSTAFSON M.,CAN,Unknown,-1,Athletics,1984
Women,400 M 1A,Silver,FERRAZ M.,BRA,Unknown,-1,Athletics,1984
Women,400 M 1A,Bronze,HOLM K.,USA,Unknown,-1,Athletics,1984
Women,400 M 1B,Gold,MORA J.,USA,Unknown,-1,Athletics,1984
Women,400 M 1B,Silver,DELEVACQUE P.,FRA,Unknown,-1,Athletics,1984
Women,400 M 1C,Gold,SIMPSON Tham,CAN,Unknown,-1,Athletics,1984
Women,400 M 1C,Silver,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,400 M 1C,Bronze,ZELMAN Judy,CAN,Unknown,-1,Athletics,1984
Women,400 M A4,Gold,MOELLER Reinhild,FRG,Unknown,-1,Athletics,1984
Women,400 M A4,Silver,FARMER Karen,USA,Unknown,-1,Athletics,1984
Women,400 M A4,Bronze,FARRELL Anne,CAN,Unknown,-1,Athletics,1984
Women,400 M B1,Gold,SANTAMARTA Purificacion,ESP,Unknown,-1,Athletics,1984
Women,400 M B1,Silver,OKIC Refija,YUG,Unknown,-1,Athletics,1984
Women,400 M B1,Bronze,INVERNI Rossella,ITA,Unknown,-1,Athletics,1984
Women,400 M B2,Gold,CARR Carol,IRL,Unknown,-1,Athletics,1984
Women,400 M B2,Silver,ZALENSKA Malgorzata,POL,Unknown,-1,Athletics,1984
Women,400 M B2,Bronze,GRIGIO Emanuela,ITA,Unknown,-1,Athletics,1984
Women,400 M B3,Gold,BISHOP Beth,USA,Unknown,-1,Athletics,1984
Women,400 M B3,Silver,WOZNIAK Halina,POL,Unknown,-1,Athletics,1984
Women,400 M B3,Bronze,ZHAO Jihong,CHN,Unknown,-1,Athletics,1984
Women,400 M C4,Gold,JAAROA Merja,SWE,Unknown,-1,Athletics,1984
Women,400 M C4,Silver,SEARCY Kimala,USA,Unknown,-1,Athletics,1984
Women,400 M C4,Bronze,BROWN Cathy,USA,Unknown,-1,Athletics,1984
Women,400 M C7,Gold,SAEGER Anette,FRG,Unknown,-1,Athletics,1984
Women,400 M C7,Silver,ROCHETTE Veronique,FRA,Unknown,-1,Athletics,1984
Women,400 M C7,Bronze,SCHMID Susanne,FRG,Unknown,-1,Athletics,1984
Women,400 M C8,Gold,WOODCOCK Brenda,GBR,Unknown,-1,Athletics,1984
Women,400 M C8,Silver,NOLLER Henrike,FRG,Unknown,-1,Athletics,1984
Women,400 M C8,Bronze,KOBAYASHI Toshiko,JPN,Unknown,-1,Athletics,1984
Women,400 M L2,Gold,LAWRIE Wilma,GBR,Unknown,-1,Athletics,1984
Women,400 M L2,Silver,DIXON Terri,USA,Unknown,-1,Athletics,1984
Women,400 M 2,Gold,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,400 M 2,Silver,MOORE B.,USA,Unknown,-1,Athletics,1984
Women,400 M 2,Bronze,LYFORD Glee,USA,Unknown,-1,Athletics,1984
Women,400 M 3,Gold,KOSTELYK Debbi,CAN,Unknown,-1,Athletics,1984
Women,400 M 3,Silver,BEYER G.,FRG,Unknown,-1,Athletics,1984
Women,400 M 3,Bronze,VALDES M. D. L. A.,MEX,Unknown,-1,Athletics,1984
Women,400 M 4,Gold,SAKER M.,SWE,Unknown,-1,Athletics,1984
Women,400 M 4,Silver,DE CRAENE Chris,BEL,Unknown,-1,Athletics,1984
Women,400 M 4,Bronze,HANSEN Connie,DEN,Unknown,-1,Athletics,1984
Women,400 M 5,Gold,ORVEFORS A.,SWE,Unknown,-1,Athletics,1984
Women,400 M 5,Silver,IERETTI A.,CAN,Unknown,-1,Athletics,1984
Women,400 M 5,Bronze,PRIEUR Martine,FRA,Unknown,-1,Athletics,1984
Women,800 M 1A,Gold,GUSTAFSON M.,CAN,Unknown,-1,Athletics,1984
Women,800 M 1A,Silver,FERRAZ M.,BRA,Unknown,-1,Athletics,1984
Women,800 M 1A,Bronze,HOLM K.,USA,Unknown,-1,Athletics,1984
Women,800 M 1C,Gold,SIMPSON Tham,CAN,Unknown,-1,Athletics,1984
Women,800 M 1C,Silver,MORA J.,USA,Unknown,-1,Athletics,1984
Women,800 M 1C,Bronze,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,800 M A6,Gold,SCARLETT Julia,GBR,Unknown,-1,Athletics,1984
Women,800 M A6,Silver,DONNEZ Christelle,FRA,Unknown,-1,Athletics,1984
Women,800 M B1,Gold,BENNETT Lori,USA,Unknown,-1,Athletics,1984
Women,800 M B1,Silver,INVERNI Rossella,ITA,Unknown,-1,Athletics,1984
Women,800 M B1,Bronze,ROSSMEIER Gabriele,FRG,Unknown,-1,Athletics,1984
Women,800 M B2,Gold,ZALENSKA Malgorzata,POL,Unknown,-1,Athletics,1984
Women,800 M B2,Silver,GRIGIO Emanuela,ITA,Unknown,-1,Athletics,1984
Women,800 M B2,Bronze,HERMANY Anelise,BRA,Unknown,-1,Athletics,1984
Women,800 M B3,Gold,WATTS Wanda,USA,Unknown,-1,Athletics,1984
Women,800 M B3,Silver,WOZNIAK Halina,POL,Unknown,-1,Athletics,1984
Women,800 M B3,Bronze,GRIGIO Agnese,ITA,Unknown,-1,Athletics,1984
Women,800 M C4,Gold,JAAROA Merja,SWE,Unknown,-1,Athletics,1984
Women,800 M C4,Silver,SEARCY Kimala,USA,Unknown,-1,Athletics,1984
Women,800 M C4,Bronze,BROWN Cathy,USA,Unknown,-1,Athletics,1984
Women,800 M 2,Gold,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,800 M 2,Silver,SCHIFF J.,USA,Unknown,-1,Athletics,1984
Women,800 M 2,Bronze,MOORE B.,USA,Unknown,-1,Athletics,1984
Women,800 M 3,Gold,BEYER G.,FRG,Unknown,-1,Athletics,1984
Women,800 M 3,Silver,MELLIGER Bernadette,SUI,Unknown,-1,Athletics,1984
Women,800 M 3,Bronze,WONG Y. M.,HKG,Unknown,-1,Athletics,1984
Women,800 M 4,Gold,SAKER M.,SWE,Unknown,-1,Athletics,1984
Women,800 M 4,Silver,RAKIEKI D.,CAN,Unknown,-1,Athletics,1984
Women,800 M 4,Bronze,NORMAN S.,USA,Unknown,-1,Athletics,1984
Women,800 M 5,Gold,IERETTI A.,CAN,Unknown,-1,Athletics,1984
Women,800 M 5,Silver,ORVEFORS A.,SWE,Unknown,-1,Athletics,1984
Women,800 M 5,Bronze,CINEROS B.,MEX,Unknown,-1,Athletics,1984
Women,1500 M B1,Gold,HEGER Margaret,AUT,Unknown,-1,Athletics,1984
Women,1500 M B1,Silver,HURD Cheryl,CAN,Unknown,-1,Athletics,1984
Women,1500 M B1,Bronze,WITTJE Susanne,FRG,Unknown,-1,Athletics,1984
Women,1500 M B2,Gold,NICHOLAS Christine,CAN,Unknown,-1,Athletics,1984
Women,1500 M B2,Silver,CARR Carol,IRL,Unknown,-1,Athletics,1984
Women,1500 M B2,Bronze,ZALENSKA Malgorzata,POL,Unknown,-1,Athletics,1984
Women,1500 M B3,Gold,WOZNIAK Halina,POL,Unknown,-1,Athletics,1984
Women,1500 M B3,Silver,GOOD Norah,CAN,Unknown,-1,Athletics,1984
Women,1500 M B3,Bronze,WATTS Wanda,USA,Unknown,-1,Athletics,1984
Women,1500 M 2,Gold,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,1500 M 2,Silver,MOORE B.,USA,Unknown,-1,Athletics,1984
Women,1500 M 2,Bronze,LYFORD Glee,USA,Unknown,-1,Athletics,1984
Women,1500 M 3,Gold,MUI Y. L.,HKG,Unknown,-1,Athletics,1984
Women,1500 M 3,Silver,BEYER G.,FRG,Unknown,-1,Athletics,1984
Women,1500 M 3,Bronze,WONG Y. M.,HKG,Unknown,-1,Athletics,1984
Women,1500 M 4,Gold,SAKER M.,SWE,Unknown,-1,Athletics,1984
Women,1500 M 4,Silver,HANSEN Connie,DEN,Unknown,-1,Athletics,1984
Women,1500 M 4,Bronze,NORMAN S.,USA,Unknown,-1,Athletics,1984
Women,1500 M 5,Gold,IERETTI A.,CAN,Unknown,-1,Athletics,1984
Women,1500 M 5,Silver,ORVEFORS A.,SWE,Unknown,-1,Athletics,1984
Women,1500 M 5,Bronze,SOTO Juana,MEX,Unknown,-1,Athletics,1984
Women,3000 M B1,Gold,HURD Cheryl,CAN,Unknown,-1,Athletics,1984
Women,3000 M B1,Silver,HEGER Margaret,AUT,Unknown,-1,Athletics,1984
Women,3000 M B1,Bronze,REYNALDS Prue-Anne,AUS,Unknown,-1,Athletics,1984
Women,3000 M B2,Gold,NICHOLAS Christine,CAN,Unknown,-1,Athletics,1984
Women,3000 M B2,Silver,ZALENSKA Malgorzata,POL,Unknown,-1,Athletics,1984
Women,3000 M B2,Bronze,SERRAT Maria,USA,Unknown,-1,Athletics,1984
Women,3000 M B3,Gold,GOOD Norah,CAN,Unknown,-1,Athletics,1984
Women,3000 M B3,Silver,WOZNIAK Halina,POL,Unknown,-1,Athletics,1984
Women,3000 M B3,Bronze,UMBACH Kim,CAN,Unknown,-1,Athletics,1984
Women,5000 M 2,Gold,LAURIDSEN Ingrid,DEN,Unknown,-1,Athletics,1984
Women,5000 M 2,Silver,MOORE B.,USA,Unknown,-1,Athletics,1984
Women,5000 M 2,Bronze,SCHIFF J.,USA,Unknown,-1,Athletics,1984
Women,5000 M 3,Gold,BEYER G.,FRG,Unknown,-1,Athletics,1984
Women,5000 M 3,Silver,WONG Y. M.,HKG,Unknown,-1,Athletics,1984
Women,5000 M 3,Bronze,MUI Y. L.,HKG,Unknown,-1,Athletics,1984
Women,5000 M 4,Gold,NORMAN S.,USA,Unknown,-1,Athletics,1984
Women,5000 M 4,Silver,HANSEN Connie,DEN,Unknown,-1,Athletics,1984
Women,5000 M 4,Bronze,RANDLES J.,AUS,Unknown,-1,Athletics,1984
Women,5000 M 5,Gold,IERETTI A.,CAN,Unknown,-1,Athletics,1984
Women,5000 M 5,Silver,SOTO Juana,MEX,Unknown,-1,Athletics,1984
Women,5000 M 5,Bronze,WONG Y.,HKG,Unknown,-1,Athletics,1984
Women,Marathon 2,Gold,SCHIFF J.,USA,Unknown,-1,Athletics,1984
Women,Marathon 2,Silver,HILL Patricia,NZL,Unknown,-1,Athletics,1984
Women,Marathon 2,Bronze,GARCIA ESTRADA Dora Elia,MEX,Unknown,-1,Athletics,1984
Women,Marathon 3,Gold,BEYER G.,FRG,Unknown,-1,Athletics,1984
Women,Marathon 3,Silver,RUSSELL Julie,AUS,Unknown,-1,Athletics,1984
Women,Marathon 3,Bronze,SMITH D.,GBR,Unknown,-1,Athletics,1984
Women,Marathon 4,Gold,RANDLES J.,AUS,Unknown,-1,Athletics,1984
Women,Marathon 4,Silver,MCSHANE Kay,IRL,Unknown,-1,Athletics,1984
Women,Marathon 4,Bronze,NORMAN S.,USA,Unknown,-1,Athletics,1984
Women,Marathon 5,Gold,SOTO Juana,MEX,Unknown,-1,Athletics,1984
Women,Marathon 5,Silver,BELMONT E.,MEX,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C6,Gold,CLOONAN Morna,IRL,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C6,Silver,MALSAR Marcia,BRA,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C6,Bronze,METZ Katrin,FRG,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C7,Gold,MOUCHA Susan,USA,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C7,Silver,SCHMID Susanne,FRG,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C7,Bronze,CABRAL Maria Albertina,POR,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C8,Gold,WOODCOCK Brenda,GBR,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C8,Silver,ROBERTS Ann Marie,USA,Unknown,-1,Athletics,1984
Women,Cross Country 1000 M C8,Bronze,HEARN Deborah,USA,Unknown,-1,Athletics,1984
Women,Slalom 1B,Gold,ROSENBAUM Ruth,USA,Unknown,-1,Athletics,1984
Women,Slalom 1B,Silver,FERRAZ M.,BRA,Unknown,-1,Athletics,1984
Women,Slalom 1B,Bronze,GALLAGHER Rosaleen,IRL,Unknown,-1,Athletics,1984
Women,Slalom 1C,Gold,SIMPSON Tham,CAN,Unknown,-1,Athletics,1984
Women,Slalom 1C,Silver,PIEDADE Amintas,BRA,Unknown,-1,Athletics,1984
Women,Slalom 1C,Bronze,GUTIERREZ J.,MEX,Unknown,-1,Athletics,1984
Women,Slalom C1,Gold,GAYNOR Maureen,USA,Unknown,-1,Athletics,1984
Women,Slalom C1,Silver,COLEMAN Lynette,AUS,Unknown,-1,Athletics,1984
Women,Slalom C1,Bronze,BARNES Alison,IRL,Unknown,-1,Athletics,1984
Women,Slalom C2,Gold,ANDERSON Nancy,USA,Unknown,-1,Athletics,1984
Women,Slalom C2,Silver,SMITH Valerie,GBR,Unknown,-1,Athletics,1984
Women,Slalom C2,Bronze,PIEPERREK Ursula,FRG,Unknown,-1,Athletics,1984
Women,Slalom C3,Gold,HARPER Aileen,GBR,Unknown,-1,Athletics,1984
Women,Slalom C3,Silver,TROTMAN Anne,GBR,Unknown,-1,Athletics,1984
Women,Slalom C3,Bronze,KEILY Jennifer,IRL,Unknown,-1,Athletics,1984
Women,Slalom C4,Gold,FOX Clovee,GBR,Unknown,-1,Athletics,1984
Women,Slalom C4,Silver,BLALARK Joan,USA,Unknown,-1,Athletics,1984
Women,Slalom C4,Bronze,BROWN Cathy,USA,Unknown,-1,Athletics,1984
Women,Slalom 2,Gold,HILL Patricia,NZL,Unknown,-1,Athletics,1984
